Date,Temp
6/20/81,3.70
6/21/81,4.40
6/22/81,7.33
6/23/81,4.07
6/24/81,5.37
6/25/81,6.20
6/26/81,6.45
6/27/81,8.53
6/28/81,9.32
6/29/81,8.77
6/30/81,9.50
7/1/81,10.68
7/2/81,10.44
7/3/81,6.50
7/4/81,6.35
7/5/81,8.32
7/6/81,7.45
7/7/81,7.02
7/8/81,9.07
7/9/81,8.90
7/10/81,3.67
7/11/81,5.84
7/12/81,4.89
7/13/81,5.67
7/14/81,6.08
7/15/81,6.85
7/16/81,6.20
7/17/81,8.80
7/18/81,5.00
7/19/81,6.44
7/20/81,10.48
7/21/81,12.48
7/22/81,9.00
7/23/81,8.90
7/24/81,9.54
7/25/81,9.00
7/26/81,9.40
7/27/81,7.91
7/28/81,7.04
7/29/81,6.10
7/30/81,3.45
7/31/81,2.80
8/1/81,5.87
8/2/81,7.78
8/3/81,9.00
8/4/81,9.55
8/5/81,6.20
8/6/81,7.69
8/7/81,5.71
8/8/81,6.80
8/9/81,7.00
8/10/81,5.20
8/11/81,2.07
8/12/81,6.03
8/13/81,7.90
8/14/81,9.42
8/15/81,8.22
8/16/81,10.74
8/17/81,10.50
8/18/81,7.60
8/19/81,9.70
8/20/81,12.50
8/21/81,7.55
8/22/81,8.37
8/23/81,3.47
8/24/81,7.52
8/25/81,4.60
8/26/81,7.00
8/27/81,6.00
8/28/81,4.72
8/29/81,7.74
8/30/81,4.74
8/31/81,6.87
9/1/81,8.00
9/2/81,10.47
9/3/81,9.80
9/4/81,9.82
9/5/81,8.50
9/6/81,6.68
9/7/81,11.20
9/8/81,14.58
9/9/81,10.87
9/10/81,8.15
9/11/81,12.30
9/12/81,9.67
9/13/81,12.42
9/14/81,7.79
9/15/81,10.90
9/16/81,14.10
9/17/81,11.01
9/18/81,16.88
9/19/81,10.50
9/20/81,6.50
9/21/81,11.00
9/22/81,6.30
9/23/81,10.73
9/24/81,7.20
9/25/81,7.60
9/26/81,10.70
9/27/81,6.99
9/28/81,9.62
9/29/81,11.06
9/30/81,11.88
10/1/81,9.71
10/2/81,13.20
10/3/81,8.41
10/4/81,6.20
10/5/81,11.78
10/6/81,13.10
10/7/81,14.55
10/8/81,6.96
10/9/81,13.34
10/10/81,7.01
10/11/81,6.20
10/12/81,5.38
10/13/81,10.00
10/14/81,13.30
10/15/81,9.21
10/16/81,9.61
10/17/81,8.60
10/18/81,7.30
10/19/81,10.91
10/20/81,11.66
10/21/81,12.27
10/22/81,11.40
10/23/81,8.25
10/24/81,5.62
10/25/81,8.66
10/26/81,9.70
10/27/81,13.02
10/28/81,13.40
10/29/81,10.73
10/30/81,11.00
10/31/81,11.63
11/1/81,9.16
11/2/81,11.33
11/3/81,13.60
11/4/81,13.05
11/5/81,10.40
11/6/81,11.04
11/7/81,8.58
11/8/81,9.60
11/9/81,13.35
11/10/81,15.70
11/11/81,10.80
11/12/81,10.50
11/13/81,9.70
11/14/81,9.46
11/15/81,11.72
11/16/81,7.91
11/17/81,8.40
11/18/81,11.90
11/19/81,11.70
11/20/81,13.86
11/21/81,12.60
11/22/81,10.10
11/23/81,15.80
11/24/81,13.00
11/25/81,11.90
11/26/81,9.42
11/27/81,13.19
11/28/81,17.80
11/29/81,15.00
11/30/81,13.54
12/1/81,13.40
12/2/81,9.57
12/3/81,13.54
12/4/81,11.50
12/5/81,13.50
12/6/81,14.19
12/7/81,14.70
12/8/81,12.36
12/9/81,12.50
12/10/81,14.28
12/11/81,14.37
12/12/81,17.00
12/13/81,9.70
12/14/81,12.10
12/15/81,13.68
12/16/81,11.20
12/17/81,16.25
12/18/81,15.60
12/19/81,13.28
12/20/81,11.00
12/21/81,11.19
12/22/81,14.08
12/23/81,12.46
12/24/81,15.00
12/25/81,14.20
12/26/81,14.00
12/27/81,15.50
12/28/81,13.52
12/29/81,15.60
12/30/81,14.52
12/31/81,18.02
1/1/82,17.77
1/2/82,15.00
1/3/82,13.04
1/4/82,15.46
1/5/82,13.89
1/6/82,12.83
1/7/82,14.10
1/8/82,14.80
1/9/82,17.18
1/10/82,15.91
1/11/82,19.01
1/12/82,22.20
1/13/82,15.24
1/14/82,13.00
1/15/82,13.96
1/16/82,15.71
1/17/82,24.00
1/18/82,18.00
1/19/82,19.79
1/20/82,25.20
1/21/82,20.50
1/22/82,19.30
1/23/82,15.95
1/24/82,16.62
1/25/82,17.86
1/26/82,12.44
1/27/82,13.82
1/28/82,12.93
1/29/82,17.88
1/30/82,16.20
1/31/82,14.00
2/1/82,15.32
2/2/82,12.59
2/3/82,14.80
2/4/82,15.39
2/5/82,12.66
2/6/82,14.29
2/7/82,19.17
2/8/82,23.45
2/9/82,17.20
2/10/82,13.50
2/11/82,15.31
2/12/82,17.99
2/13/82,19.20
2/14/82,22.43
2/15/82,26.30
2/16/82,18.15
2/17/82,16.90
2/18/82,14.72
2/19/82,12.57
2/20/82,15.50
2/21/82,15.60
2/22/82,12.79
2/23/82,15.91
2/24/82,13.49
2/25/82,11.95
2/26/82,14.60
2/27/82,10.40
2/28/82,13.34
3/1/82,12.78
3/2/82,12.62
3/3/82,8.87
3/4/82,14.18
3/5/82,21.68
3/6/82,18.51
3/7/82,17.16
3/8/82,19.79
3/9/82,10.68
3/10/82,8.72
3/11/82,9.25
3/12/82,14.68
3/13/82,12.50
3/14/82,18.03
3/15/82,19.20
3/16/82,22.08
3/17/82,15.70
3/18/82,14.21
3/19/82,10.20
3/20/82,13.26
3/21/82,17.30
3/22/82,20.24
3/23/82,15.16
3/24/82,12.28
3/25/82,14.50
3/26/82,16.15
3/27/82,16.53
3/28/82,14.13
3/29/82,14.20
3/30/82,14.18
3/31/82,9.21
4/1/82,9.79
4/2/82,12.30
4/3/82,11.22
4/4/82,11.84
4/5/82,7.79
4/6/82,12.38
4/7/82,12.40
4/8/82,12.23
4/9/82,9.94
4/10/82,15.70
4/11/82,13.60
4/12/82,12.40
4/13/82,13.78
4/14/82,15.34
4/15/82,19.18
4/16/82,14.20
4/17/82,9.56
4/18/82,10.10
4/19/82,8.35
4/20/82,9.58
4/21/82,7.80
4/22/82,9.21
4/23/82,13.00
4/24/82,16.89
4/25/82,13.74
4/26/82,6.90
4/27/82,6.13
4/28/82,8.93
4/29/82,9.34
4/30/82,11.58
5/1/82,7.27
5/2/82,6.96
5/3/82,11.90
5/4/82,13.09
5/5/82,11.98
5/6/82,10.51
5/7/82,10.57
5/8/82,8.22
5/9/82,5.65
5/10/82,7.98
5/11/82,8.19
5/12/82,10.80
5/13/82,11.40
5/14/82,9.10
5/15/82,4.06
5/16/82,4.65
5/17/82,7.15
5/18/82,14.03
5/19/82,14.80
5/20/82,7.91
5/21/82,8.40
5/22/82,6.93
5/23/82,7.40
5/24/82,8.58
5/25/82,10.43
5/26/82,12.33
5/27/82,13.40
5/28/82,14.00
5/29/82,13.13
5/30/82,12.16
5/31/82,7.39
6/1/82,7.01
6/2/82,9.00
6/3/82,3.10
6/4/82,2.50
6/5/82,-0.92
6/6/82,2.50
6/7/82,2.19
6/8/82,6.27
6/9/82,1.67
6/10/82,5.45
6/11/82,8.20
6/12/82,6.22
6/13/82,7.30
6/14/82,6.00
6/15/82,6.37
6/16/82,7.60
6/17/82,8.01
6/18/82,8.00
6/19/82,6.59
6/20/82,7.92
6/21/82,5.96
6/22/82,7.11
6/23/82,8.47
6/24/82,3.65
6/25/82,0.59
6/26/82,0.12
6/27/82,4.30
6/28/82,7.30
6/29/82,8.55
6/30/82,9.00
7/1/82,4.20
7/2/82,1.60
7/3/82,2.60
7/4/82,3.40
7/5/82,3.45
7/6/82,6.73
7/7/82,7.80
7/8/82,4.63
7/9/82,2.40
7/10/82,2.01
7/11/82,4.52
7/12/82,8.11
7/13/82,7.80
7/14/82,5.92
7/15/82,2.39
7/16/82,5.07
7/17/82,4.29
7/18/82,3.63
7/19/82,5.75
7/20/82,0.20
7/21/82,0.13
7/22/82,1.15
7/23/82,4.31
7/24/82,6.99
7/25/82,9.87
7/26/82,9.47
7/27/82,3.87
7/28/82,4.45
7/29/82,6.20
7/30/82,5.60
7/31/82,7.10
8/1/82,10.50
8/2/82,8.82
8/3/82,9.10
8/4/82,3.66
8/5/82,2.42
8/6/82,4.50
8/7/82,3.38
8/8/82,2.86
8/9/82,7.03
8/10/82,11.50
8/11/82,10.20
8/12/82,7.44
8/13/82,8.92
8/14/82,10.08
8/15/82,6.00
8/16/82,8.20
8/17/82,9.18
8/18/82,4.34
8/19/82,6.60
8/20/82,9.40
8/21/82,12.39
8/22/82,7.37
8/23/82,5.33
8/24/82,12.10
8/25/82,11.77
8/26/82,8.50
8/27/82,4.76
8/28/82,7.52
8/29/82,14.62
8/30/82,12.70
8/31/82,8.03
9/1/82,4.00
9/2/82,9.57
9/3/82,11.32
9/4/82,4.24
9/5/82,5.15
9/6/82,8.20
9/7/82,4.16
9/8/82,9.00
9/9/82,5.87
9/10/82,5.85
9/11/82,7.72
9/12/82,9.19
9/13/82,3.60
9/14/82,6.80
9/15/82,5.98
9/16/82,9.84
9/17/82,15.00
9/18/82,8.90
9/19/82,5.70
9/20/82,4.15
9/21/82,4.41
9/22/82,5.05
9/23/82,6.83
9/24/82,8.50
9/25/82,11.50
9/26/82,8.22
9/27/82,9.20
9/28/82,7.73
9/29/82,6.30
9/30/82,6.30
10/1/82,9.23
10/2/82,5.58
10/3/82,13.20
10/4/82,10.36
10/5/82,4.70
10/6/82,6.07
10/7/82,15.18
10/8/82,10.70
10/9/82,8.60
10/10/82,10.02
10/11/82,5.49
10/12/82,10.90
10/13/82,13.55
10/14/82,10.40
10/15/82,7.56
10/16/82,10.71
10/17/82,7.62
10/18/82,5.39
10/19/82,8.97
10/20/82,7.90
10/21/82,8.70
10/22/82,10.00
10/23/82,10.80
10/24/82,8.00
10/25/82,10.20
10/26/82,15.59
10/27/82,13.11
10/28/82,10.01
10/29/82,9.00
10/30/82,12.57
10/31/82,6.01
11/1/82,10.60
11/2/82,7.18
11/3/82,9.92
11/4/82,12.03
11/5/82,13.78
11/6/82,16.87
11/7/82,15.79
11/8/82,11.30
11/9/82,10.50
11/10/82,14.85
11/11/82,10.30
11/12/82,9.00
11/13/82,10.95
11/14/82,14.50
11/15/82,18.00
11/16/82,13.51
11/17/82,10.55
11/18/82,9.10
11/19/82,9.48
11/20/82,12.40
11/21/82,13.15
11/22/82,10.30
11/23/82,14.56
11/24/82,15.86
11/25/82,16.43
11/26/82,12.95
11/27/82,12.50
11/28/82,12.20
11/29/82,14.05
11/30/82,16.10
12/1/82,15.90
12/2/82,9.58
12/3/82,10.50
12/4/82,11.00
12/5/82,11.90
12/6/82,13.00
12/7/82,12.79
12/8/82,10.60
12/9/82,13.00
12/10/82,12.51
12/11/82,12.20
12/12/82,12.36
12/13/82,18.99
12/14/82,16.18
12/15/82,15.30
12/16/82,13.90
12/17/82,15.80
12/18/82,13.95
12/19/82,12.22
12/20/82,13.70
12/21/82,11.90
12/22/82,10.25
12/23/82,15.60
12/24/82,14.70
12/25/82,13.45
12/26/82,13.00
12/27/82,15.30
12/28/82,16.94
12/29/82,15.80
12/30/82,16.84
12/31/82,15.90
1/1/83,18.40
1/2/83,14.18
1/3/83,11.28
1/4/83,11.87
1/5/83,13.87
1/6/83,11.27
1/7/83,12.80
1/8/83,16.20
1/9/83,14.93
1/10/83,12.84
1/11/83,10.50
1/12/83,9.80
1/13/83,10.53
1/14/83,11.51
1/15/83,12.26
1/16/83,12.70
1/17/83,10.89
1/18/83,14.44
1/19/83,13.30
1/20/83,11.65
1/21/83,15.40
1/22/83,13.23
1/23/83,16.90
1/24/83,14.70
1/25/83,10.60
1/26/83,14.91
1/27/83,10.77
1/28/83,12.60
1/29/83,13.80
1/30/83,13.49
1/31/83,14.33
2/1/83,18.58
2/2/83,16.37
2/3/83,12.53
2/4/83,16.76
2/5/83,14.25
2/6/83,16.20
2/7/83,20.30
2/8/83,22.50
2/9/83,17.27
2/10/83,16.25
2/11/83,17.02
2/12/83,12.94
2/13/83,13.73
2/14/83,14.02
2/15/83,17.50
2/16/83,22.46
2/17/83,16.80
2/18/83,14.53
2/19/83,14.50
2/20/83,14.20
2/21/83,16.37
2/22/83,19.70
2/23/83,17.35
2/24/83,14.14
2/25/83,16.90
2/26/83,19.10
2/27/83,20.18
2/28/83,20.10
3/1/83,20.84
3/2/83,22.32
3/3/83,21.04
3/4/83,22.35
3/5/83,20.60
3/6/83,14.39
3/7/83,19.84
3/8/83,21.27
3/9/83,15.88
3/10/83,14.50
3/11/83,14.50
3/12/83,20.59
3/13/83,15.53
3/14/83,16.18
3/15/83,13.40
3/16/83,13.70
3/17/83,12.85
3/18/83,15.20
3/19/83,17.07
3/20/83,15.50
3/21/83,16.70
3/22/83,16.27
3/23/83,15.10
3/24/83,13.65
3/25/83,9.57
3/26/83,11.50
3/27/83,12.51
3/28/83,11.06
3/29/83,10.54
3/30/83,13.28
3/31/83,13.17
4/1/83,12.03
4/2/83,12.08
4/3/83,7.80
4/4/83,11.10
4/5/83,11.23
4/6/83,7.41
4/7/83,7.44
4/8/83,5.93
4/9/83,8.57
4/10/83,14.59
4/11/83,15.41
4/12/83,11.10
4/13/83,12.63
4/14/83,11.70
4/15/83,10.16
4/16/83,6.20
4/17/83,6.70
4/18/83,7.22
4/19/83,8.80
4/20/83,8.47
4/21/83,10.40
4/22/83,14.44
4/23/83,15.61
4/24/83,13.25
4/25/83,11.30
4/26/83,12.74
4/27/83,13.23
4/28/83,9.62
4/29/83,10.58
4/30/83,11.03
5/1/83,13.25
5/2/83,14.15
5/3/83,14.41
5/4/83,13.22
5/5/83,10.34
5/6/83,13.78
5/7/83,10.76
5/8/83,13.00
5/9/83,11.20
5/10/83,14.28
5/11/83,13.51
5/12/83,6.31
5/13/83,10.00
5/14/83,14.50
5/15/83,11.06
5/16/83,7.29
5/17/83,5.47
5/18/83,4.48
5/19/83,6.73
5/20/83,8.30
5/21/83,7.29
5/22/83,6.16
5/23/83,7.80
5/24/83,12.90
5/25/83,11.90
5/26/83,6.93
5/27/83,8.30
5/28/83,11.83
5/29/83,8.65
5/30/83,7.50
5/31/83,10.26
6/1/83,10.48
6/2/83,10.90
6/3/83,6.26
6/4/83,7.60
6/5/83,5.60
6/6/83,6.96
6/7/83,8.63
6/8/83,6.51
6/9/83,8.30
6/10/83,7.80
6/11/83,3.83
6/12/83,6.80
6/13/83,6.66
6/14/83,8.30
6/15/83,9.50
6/16/83,4.61
6/17/83,2.29
6/18/83,2.45
6/19/83,2.50
6/20/83,7.09
6/21/83,12.26
6/22/83,6.40
6/23/83,7.37
6/24/83,8.74
6/25/83,8.53
6/26/83,3.03
6/27/83,3.75
6/28/83,6.03
6/29/83,4.00
6/30/83,5.50
7/1/83,8.23
7/2/83,9.11
7/3/83,9.44
7/4/83,7.44
7/5/83,7.67
7/6/83,7.81
7/7/83,9.28
7/8/83,9.68
7/9/83,8.30
7/10/83,2.11
7/11/83,4.18
7/12/83,6.01
7/13/83,5.74
7/14/83,8.40
7/15/83,6.81
7/16/83,8.02
7/17/83,4.10
7/18/83,4.71
7/19/83,7.29
7/20/83,3.01
7/21/83,2.50
7/22/83,4.34
7/23/83,6.74
7/24/83,0.28
7/25/83,1.55
7/26/83,8.13
7/27/83,12.30
7/28/83,8.55
7/29/83,9.30
7/30/83,9.41
7/31/83,10.76
8/1/83,8.24
8/2/83,8.00
8/3/83,8.30
8/4/83,8.30
8/5/83,5.04
8/6/83,6.03
8/7/83,9.40
8/8/83,9.90
8/9/83,10.50
8/10/83,10.15
8/11/83,9.90
8/12/83,8.57
8/13/83,5.80
8/14/83,8.50
8/15/83,13.18
8/16/83,14.30
8/17/83,8.30
8/18/83,5.30
8/19/83,3.93
8/20/83,4.88
8/21/83,9.60
8/22/83,11.10
8/23/83,10.24
8/24/83,9.00
8/25/83,13.58
8/26/83,7.28
8/27/83,8.66
8/28/83,6.90
8/29/83,7.82
8/30/83,11.71
8/31/83,10.00
9/1/83,10.10
9/2/83,9.87
9/3/83,10.92
9/4/83,5.36
9/5/83,9.50
9/6/83,9.55
9/7/83,11.30
9/8/83,11.97
9/9/83,10.71
9/10/83,9.28
9/11/83,9.10
9/12/83,5.50
9/13/83,7.52
9/14/83,7.07
9/15/83,4.64
9/16/83,5.00
9/17/83,10.38
9/18/83,7.50
9/19/83,12.45
9/20/83,13.89
9/21/83,9.11
9/22/83,9.47
9/23/83,12.90
9/24/83,7.17
9/25/83,7.22
9/26/83,3.91
9/27/83,10.42
9/28/83,15.52
9/29/83,10.60
9/30/83,9.73
10/1/83,9.30
10/2/83,13.67
10/3/83,7.70
10/4/83,9.50
10/5/83,7.80
10/6/83,7.81
10/7/83,6.87
10/8/83,5.72
10/9/83,6.00
10/10/83,8.64
10/11/83,9.10
10/12/83,13.50
10/13/83,13.82
10/14/83,16.00
10/15/83,11.90
10/16/83,11.80
10/17/83,10.60
10/18/83,10.00
10/19/83,11.33
10/20/83,9.39
10/21/83,10.16
10/22/83,7.42
10/23/83,12.24
10/24/83,11.93
10/25/83,13.17
10/26/83,11.70
10/27/83,14.00
10/28/83,11.80
10/29/83,9.23
10/30/83,9.14
10/31/83,9.63
11/1/83,10.99
11/2/83,10.60
11/3/83,11.99
11/4/83,11.00
11/5/83,8.82
11/6/83,7.59
11/7/83,13.60
11/8/83,15.43
11/9/83,10.90
11/10/83,7.82
11/11/83,10.97
11/12/83,11.38
11/13/83,10.80
11/14/83,12.91
11/15/83,12.29
11/16/83,8.70
11/17/83,5.96
11/18/83,10.01
11/19/83,7.30
11/20/83,10.73
11/21/83,10.70
11/22/83,16.20
11/23/83,15.00
11/24/83,14.50
11/25/83,15.74
11/26/83,14.90
11/27/83,14.20
11/28/83,15.19
11/29/83,17.68
11/30/83,16.94
12/1/83,11.33
12/2/83,11.47
12/3/83,13.95
12/4/83,13.20
12/5/83,12.00
12/6/83,14.41
12/7/83,12.48
12/8/83,12.10
12/9/83,14.55
12/10/83,10.90
12/11/83,11.82
12/12/83,15.71
12/13/83,15.00
12/14/83,10.62
12/15/83,13.90
12/16/83,14.06
12/17/83,14.82
12/18/83,14.86
12/19/83,13.30
12/20/83,20.40
12/21/83,17.99
12/22/83,12.81
12/23/83,16.62
12/24/83,13.35
12/25/83,16.88
12/26/83,15.73
12/27/83,13.26
12/28/83,11.10
12/29/83,16.10
12/30/83,20.51
12/31/83,18.10
1/1/84,18.67
1/2/84,17.10
1/3/84,17.02
1/4/84,12.00
1/5/84,11.25
1/6/84,16.30
1/7/84,16.57
1/8/84,13.41
1/9/84,13.80
1/10/84,15.20
1/11/84,11.71
1/12/84,14.46
1/13/84,16.71
1/14/84,18.51
1/15/84,18.05
1/16/84,18.93
1/17/84,11.40
1/18/84,11.90
1/19/84,12.57
1/20/84,15.03
1/21/84,13.26
1/22/84,12.70
1/23/84,10.50
1/24/84,13.80
1/25/84,18.80
1/26/84,14.67
1/27/84,11.38
1/28/84,11.15
1/29/84,15.48
1/30/84,12.15
1/31/84,11.56
2/1/84,14.27
2/2/84,10.63
2/3/84,12.47
2/4/84,15.08
2/5/84,13.63
2/6/84,15.50
2/7/84,18.71
2/8/84,15.00
2/9/84,16.67
2/10/84,15.83
2/11/84,15.69
2/12/84,16.60
2/13/84,13.60
2/14/84,14.73
2/15/84,14.15
2/16/84,15.36
2/17/84,16.60
2/18/84,13.68
2/19/84,16.07
2/20/84,18.79
2/21/84,18.27
2/22/84,14.50
2/23/84,17.46
2/24/84,14.10
2/25/84,13.50
2/26/84,11.45
2/27/84,15.94
2/28/84,11.85
2/29/84,13.50
3/1/84,12.58
3/2/84,9.27
3/3/84,11.33
3/4/84,11.50
3/5/84,15.18
3/6/84,19.50
3/7/84,13.75
3/8/84,13.68
3/9/84,11.14
3/10/84,13.80
3/11/84,11.28
3/12/84,16.49
3/13/84,11.10
3/14/84,11.79
3/15/84,14.20
3/16/84,11.26
3/17/84,13.71
3/18/84,13.80
3/19/84,14.25
3/20/84,14.00
3/21/84,12.89
3/22/84,13.80
3/23/84,16.60
3/24/84,18.40
3/25/84,9.36
3/26/84,10.26
3/27/84,7.48
3/28/84,7.83
3/29/84,14.00
3/30/84,15.41
3/31/84,10.17
4/1/84,9.07
4/2/84,9.38
4/3/84,9.20
4/4/84,8.20
4/5/84,10.43
4/6/84,12.83
4/7/84,12.50
4/8/84,9.00
4/9/84,9.30
4/10/84,10.47
4/11/84,11.20
4/12/84,12.00
4/13/84,10.31
4/14/84,11.02
4/15/84,12.14
4/16/84,9.61
4/17/84,13.70
4/18/84,11.00
4/19/84,13.20
4/20/84,12.82
4/21/84,10.97
4/22/84,12.61
4/23/84,9.69
4/24/84,10.18
4/25/84,10.30
4/26/84,9.33
4/27/84,11.88
4/28/84,12.52
4/29/84,6.50
4/30/84,8.67
5/1/84,13.53
5/2/84,14.08
5/3/84,9.10
5/4/84,4.80
5/5/84,2.63
5/6/84,3.63
5/7/84,4.94
5/8/84,4.93
5/9/84,7.00
5/10/84,9.50
5/11/84,10.87
5/12/84,5.58
5/13/84,5.37
5/14/84,5.62
5/15/84,6.27
5/16/84,7.10
5/17/84,7.50
5/18/84,8.93
5/19/84,8.68
5/20/84,9.30
5/21/84,11.13
5/22/84,9.50
5/23/84,9.30
5/24/84,8.50
5/25/84,8.00
5/26/84,9.80
5/27/84,6.20
5/28/84,7.42
5/29/84,10.85
5/30/84,9.04
5/31/84,8.70
6/1/84,8.60
6/2/84,10.80
6/3/84,11.49
6/4/84,7.70
6/5/84,7.20
6/6/84,11.58
6/7/84,8.32
6/8/84,9.89
6/9/84,3.71
6/10/84,4.35
6/11/84,7.51
6/12/84,3.01
6/13/84,3.40
6/14/84,8.50
6/15/84,10.26
6/16/84,3.81
6/17/84,5.87
6/18/84,10.00
6/19/84,5.87
6/20/84,1.94
6/21/84,6.23
6/22/84,7.81
6/23/84,8.60
6/24/84,9.10
6/25/84,8.26
6/26/84,7.20
6/27/84,6.83
6/28/84,8.62
6/29/84,9.54
6/30/84,9.40
7/1/84,7.59
7/2/84,2.60
7/3/84,2.40
7/4/84,3.03
7/5/84,1.48
7/6/84,1.88
7/7/84,7.25
7/8/84,7.02
7/9/84,9.42
7/10/84,9.24
7/11/84,8.35
7/12/84,8.00
7/13/84,0.15
7/14/84,0.10
7/15/84,1.19
7/16/84,8.64
7/17/84,6.80
7/18/84,7.46
7/19/84,3.83
7/20/84,6.09
7/21/84,5.80
7/22/84,6.82
7/23/84,7.74
7/24/84,7.50
7/25/84,5.40
7/26/84,3.96
7/27/84,6.02
7/28/84,9.97
7/29/84,7.16
7/30/84,9.71
7/31/84,10.55
8/1/84,10.91
8/2/84,10.20
8/3/84,10.25
8/4/84,10.48
8/5/84,9.81
8/6/84,9.90
8/7/84,11.46
8/8/84,11.37
8/9/84,9.60
8/10/84,5.83
8/11/84,8.62
8/12/84,7.66
8/13/84,9.23
8/14/84,8.60
8/15/84,6.67
8/16/84,8.00
8/17/84,7.63
8/18/84,8.68
8/19/84,8.76
8/20/84,9.00
8/21/84,8.16
8/22/84,7.72
8/23/84,9.90
8/24/84,6.70
8/25/84,9.43
8/26/84,7.30
8/27/84,6.30
8/28/84,7.90
8/29/84,5.20
8/30/84,9.58
8/31/84,11.30
9/1/84,8.51
9/2/84,11.88
9/3/84,7.12
9/4/84,7.43
9/5/84,5.50
9/6/84,8.68
9/7/84,9.50
9/8/84,9.40
9/9/84,11.09
9/10/84,9.01
9/11/84,4.90
9/12/84,8.71
9/13/84,5.42
9/14/84,5.50
9/15/84,10.90
9/16/84,11.34
9/17/84,9.71
9/18/84,9.27
9/19/84,11.64
9/20/84,8.60
9/21/84,6.20
9/22/84,6.33
9/23/84,9.10
9/24/84,6.89
9/25/84,8.42
9/26/84,10.70
9/27/84,6.30
9/28/84,5.50
9/29/84,7.15
9/30/84,5.13
10/1/84,11.94
10/2/84,16.13
10/3/84,10.85
10/4/84,10.30
10/5/84,8.41
10/6/84,8.43
10/7/84,16.00
10/8/84,14.60
10/9/84,12.10
10/10/84,7.96
10/11/84,12.20
10/12/84,17.20
10/13/84,9.40
10/14/84,8.79
10/15/84,6.20
10/16/84,4.80
10/17/84,7.89
10/18/84,9.40
10/19/84,10.21
10/20/84,9.77
10/21/84,6.42
10/22/84,9.80
10/23/84,18.85
10/24/84,11.68
10/25/84,9.10
10/26/84,8.77
10/27/84,13.63
10/28/84,11.04
10/29/84,10.00
