Date,Temp
7/7/81,5.93
7/8/81,8.92
7/9/81,8.49
7/10/81,5.14
7/11/81,7.34
7/12/81,5.28
7/13/81,5.01
7/14/81,6.72
7/15/81,7.20
7/16/81,6.54
7/17/81,9.13
7/18/81,4.62
7/19/81,8.73
7/20/81,11.39
7/21/81,11.06
7/22/81,10.04
7/23/81,9.25
7/24/81,9.80
7/25/81,9.00
7/26/81,8.93
7/27/81,8.58
7/28/81,7.84
7/29/81,6.16
7/30/81,3.50
7/31/81,2.31
8/1/81,5.03
8/2/81,9.58
8/3/81,9.21
8/4/81,10.00
8/5/81,6.97
8/6/81,6.90
8/7/81,6.12
8/8/81,6.85
8/9/81,7.81
8/10/81,4.86
8/11/81,3.00
8/12/81,6.86
8/13/81,8.70
8/14/81,9.03
8/15/81,10.12
8/16/81,10.49
8/17/81,12.08
8/18/81,7.91
8/19/81,7.83
8/20/81,11.51
8/21/81,7.40
8/22/81,7.40
8/23/81,3.90
8/24/81,6.60
8/25/81,4.21
8/26/81,6.15
8/27/81,6.59
8/28/81,5.57
8/29/81,9.85
8/30/81,5.50
8/31/81,6.20
9/1/81,7.39
9/2/81,11.00
9/3/81,9.80
9/4/81,9.09
9/5/81,8.81
9/6/81,6.84
9/7/81,13.14
9/8/81,15.14
9/9/81,11.70
9/10/81,7.13
9/11/81,10.44
9/12/81,8.45
9/13/81,11.50
9/14/81,7.30
9/15/81,11.16
9/16/81,14.76
9/17/81,11.79
9/18/81,15.11
9/19/81,8.74
9/20/81,6.09
9/21/81,10.33
9/22/81,6.30
9/23/81,9.08
9/24/81,6.71
9/25/81,7.60
9/26/81,10.36
9/27/81,8.10
9/28/81,9.86
9/29/81,11.41
9/30/81,11.99
10/1/81,10.89
10/2/81,13.65
10/3/81,8.19
10/4/81,7.58
10/5/81,11.17
10/6/81,14.17
10/7/81,15.34
10/8/81,7.33
10/9/81,12.90
10/10/81,7.99
10/11/81,7.58
10/12/81,5.19
10/13/81,9.34
10/14/81,13.91
10/15/81,8.30
10/16/81,10.20
10/17/81,8.41
10/18/81,7.45
10/19/81,11.11
10/20/81,10.69
10/21/81,11.59
10/22/81,12.35
10/23/81,9.30
10/24/81,7.42
10/25/81,6.49
10/26/81,7.86
10/27/81,13.20
10/28/81,12.50
10/29/81,11.50
10/30/81,11.00
10/31/81,13.57
11/1/81,8.41
11/2/81,10.79
11/3/81,13.05
11/4/81,12.06
11/5/81,8.92
11/6/81,11.97
11/7/81,8.13
11/8/81,9.66
11/9/81,13.38
11/10/81,15.70
11/11/81,10.50
11/12/81,10.50
11/13/81,9.70
11/14/81,10.18
11/15/81,11.36
11/16/81,10.15
11/17/81,9.40
11/18/81,12.63
11/19/81,12.27
11/20/81,14.04
11/21/81,13.39
11/22/81,10.10
11/23/81,15.44
11/24/81,13.02
11/25/81,11.33
11/26/81,8.16
11/27/81,12.49
11/28/81,17.21
11/29/81,15.22
11/30/81,13.60
12/1/81,13.40
12/2/81,10.38
12/3/81,12.39
12/4/81,11.50
12/5/81,12.53
12/6/81,14.90
12/7/81,14.70
12/8/81,13.89
12/9/81,10.63
12/10/81,12.20
12/11/81,13.91
12/12/81,17.25
12/13/81,9.78
12/14/81,12.39
12/15/81,13.49
12/16/81,10.28
12/17/81,16.74
12/18/81,15.68
12/19/81,13.04
12/20/81,11.00
12/21/81,12.01
12/22/81,14.93
12/23/81,13.46
12/24/81,15.00
12/25/81,15.86
12/26/81,14.00
12/27/81,14.85
12/28/81,13.30
12/29/81,15.60
12/30/81,15.20
12/31/81,18.17
1/1/82,15.02
1/2/82,16.32
1/3/82,13.50
1/4/82,13.49
1/5/82,13.87
1/6/82,13.51
1/7/82,13.21
1/8/82,15.59
1/9/82,14.85
1/10/82,16.30
1/11/82,20.70
1/12/82,22.23
1/13/82,15.76
1/14/82,13.26
1/15/82,13.27
1/16/82,15.23
1/17/82,24.68
1/18/82,17.11
1/19/82,19.70
1/20/82,26.98
1/21/82,20.63
1/22/82,20.22
1/23/82,14.75
1/24/82,17.00
1/25/82,19.31
1/26/82,13.81
1/27/82,13.54
1/28/82,13.43
1/29/82,17.00
1/30/82,17.10
1/31/82,14.71
2/1/82,15.00
2/2/82,12.17
2/3/82,14.49
2/4/82,14.28
2/5/82,12.02
2/6/82,13.38
2/7/82,18.73
2/8/82,21.99
2/9/82,17.20
2/10/82,12.15
2/11/82,17.15
2/12/82,17.44
2/13/82,17.82
2/14/82,22.02
2/15/82,28.27
2/16/82,17.25
2/17/82,17.00
2/18/82,14.31
2/19/82,14.44
2/20/82,15.50
2/21/82,13.79
2/22/82,12.10
2/23/82,16.37
2/24/82,15.01
2/25/82,10.79
2/26/82,13.57
2/27/82,10.57
2/28/82,14.59
3/1/82,10.58
3/2/82,12.94
3/3/82,9.84
3/4/82,12.87
3/5/82,21.50
3/6/82,19.13
3/7/82,16.70
3/8/82,19.92
3/9/82,11.53
3/10/82,8.25
3/11/82,9.57
3/12/82,12.89
3/13/82,11.79
3/14/82,18.01
3/15/82,21.20
3/16/82,21.07
3/17/82,15.47
3/18/82,14.20
3/19/82,9.80
3/20/82,14.15
3/21/82,16.89
3/22/82,22.05
3/23/82,15.60
3/24/82,12.43
3/25/82,15.45
3/26/82,15.39
3/27/82,18.24
3/28/82,14.96
3/29/82,14.76
3/30/82,12.91
3/31/82,9.72
4/1/82,11.06
4/2/82,12.30
4/3/82,11.90
4/4/82,10.71
4/5/82,8.03
4/6/82,13.80
4/7/82,12.40
4/8/82,13.08
4/9/82,10.21
4/10/82,15.00
4/11/82,13.01
4/12/82,11.53
4/13/82,13.60
4/14/82,15.37
4/15/82,19.73
4/16/82,13.43
4/17/82,9.30
4/18/82,10.36
4/19/82,7.91
4/20/82,8.87
4/21/82,8.35
4/22/82,9.48
4/23/82,13.00
4/24/82,16.50
4/25/82,12.13
4/26/82,6.59
4/27/82,8.07
4/28/82,8.12
4/29/82,10.00
4/30/82,12.33
5/1/82,7.44
5/2/82,4.65
5/3/82,11.90
5/4/82,13.83
5/5/82,11.02
5/6/82,10.42
5/7/82,9.80
5/8/82,9.32
5/9/82,3.87
5/10/82,6.76
5/11/82,8.70
5/12/82,10.80
5/13/82,10.54
5/14/82,9.39
5/15/82,5.25
5/16/82,4.87
5/17/82,6.56
5/18/82,13.20
5/19/82,15.20
5/20/82,6.02
5/21/82,8.40
5/22/82,5.08
5/23/82,8.72
5/24/82,6.79
5/25/82,11.04
5/26/82,12.10
5/27/82,13.71
5/28/82,12.87
5/29/82,12.86
5/30/82,11.50
5/31/82,7.04
6/1/82,7.10
6/2/82,8.14
6/3/82,1.57
6/4/82,2.81
6/5/82,0.89
6/6/82,1.84
6/7/82,3.04
6/8/82,3.84
6/9/82,1.69
6/10/82,6.40
6/11/82,7.25
6/12/82,6.77
6/13/82,7.43
6/14/82,6.57
6/15/82,7.30
6/16/82,7.60
6/17/82,8.00
6/18/82,7.22
6/19/82,7.01
6/20/82,7.17
6/21/82,6.28
6/22/82,7.05
6/23/82,8.90
6/24/82,4.00
6/25/82,1.89
6/26/82,0.96
6/27/82,6.03
6/28/82,6.61
6/29/82,7.51
6/30/82,9.00
7/1/82,4.20
7/2/82,1.64
7/3/82,3.28
7/4/82,4.54
7/5/82,5.77
7/6/82,6.17
7/7/82,6.04
7/8/82,5.30
7/9/82,2.53
7/10/82,1.39
7/11/82,4.87
7/12/82,8.02
7/13/82,7.96
7/14/82,6.82
7/15/82,2.37
7/16/82,5.00
7/17/82,4.62
7/18/82,2.55
7/19/82,6.01
7/20/82,1.07
7/21/82,2.46
7/22/82,0.33
7/23/82,1.76
7/24/82,6.45
7/25/82,10.38
7/26/82,10.20
7/27/82,2.68
7/28/82,3.83
7/29/82,4.80
7/30/82,5.64
7/31/82,8.08
8/1/82,10.09
8/2/82,9.62
8/3/82,8.44
8/4/82,3.14
8/5/82,2.50
8/6/82,4.50
8/7/82,5.36
8/8/82,3.59
8/9/82,6.29
8/10/82,9.59
8/11/82,11.00
8/12/82,8.83
8/13/82,8.46
8/14/82,9.50
8/15/82,5.76
8/16/82,7.92
8/17/82,9.42
8/18/82,5.27
8/19/82,6.09
8/20/82,9.40
8/21/82,13.55
8/22/82,6.60
8/23/82,5.96
8/24/82,12.76
8/25/82,11.20
8/26/82,7.84
8/27/82,4.19
8/28/82,6.28
8/29/82,15.20
8/30/82,12.70
8/31/82,7.60
9/1/82,4.00
9/2/82,9.05
9/3/82,11.33
9/4/82,6.14
9/5/82,4.50
9/6/82,9.11
9/7/82,3.83
9/8/82,9.55
9/9/82,6.63
9/10/82,4.14
9/11/82,6.52
9/12/82,8.47
9/13/82,3.29
9/14/82,7.97
9/15/82,7.20
9/16/82,10.24
9/17/82,13.51
9/18/82,8.34
9/19/82,5.59
9/20/82,3.91
9/21/82,3.67
9/22/82,4.45
9/23/82,6.30
9/24/82,8.80
9/25/82,10.56
9/26/82,7.08
9/27/82,8.34
9/28/82,8.75
9/29/82,6.49
9/30/82,8.07
10/1/82,8.67
10/2/82,7.45
10/3/82,13.76
10/4/82,9.66
10/5/82,4.70
10/6/82,4.36
10/7/82,14.90
10/8/82,11.30
10/9/82,9.09
10/10/82,11.32
10/11/82,6.66
10/12/82,12.31
10/13/82,14.09
10/14/82,10.48
10/15/82,6.91
10/16/82,8.76
10/17/82,7.43
10/18/82,6.53
10/19/82,10.71
10/20/82,7.83
10/21/82,8.70
10/22/82,9.92
10/23/82,9.95
10/24/82,8.31
10/25/82,10.20
10/26/82,13.74
10/27/82,12.51
10/28/82,8.45
10/29/82,9.79
10/30/82,13.20
10/31/82,6.68
11/1/82,10.05
11/2/82,6.90
11/3/82,9.50
11/4/82,12.85
11/5/82,13.60
11/6/82,18.46
11/7/82,16.22
11/8/82,10.33
11/9/82,10.50
11/10/82,14.57
11/11/82,10.30
11/12/82,9.01
11/13/82,10.20
11/14/82,14.50
11/15/82,19.96
11/16/82,14.47
11/17/82,11.38
11/18/82,9.10
11/19/82,9.17
11/20/82,12.41
11/21/82,13.31
11/22/82,9.33
11/23/82,13.70
11/24/82,16.00
11/25/82,13.83
11/26/82,12.10
11/27/82,10.70
11/28/82,12.29
11/29/82,12.86
11/30/82,17.48
12/1/82,14.96
12/2/82,9.33
12/3/82,10.64
12/4/82,11.02
12/5/82,9.99
12/6/82,12.85
12/7/82,12.91
12/8/82,9.82
12/9/82,12.45
12/10/82,14.74
12/11/82,12.89
12/12/82,12.60
12/13/82,18.42
12/14/82,15.44
12/15/82,16.27
12/16/82,13.90
12/17/82,16.02
12/18/82,13.00
12/19/82,12.74
12/20/82,13.01
12/21/82,11.84
12/22/82,9.99
12/23/82,16.91
12/24/82,14.60
12/25/82,13.90
12/26/82,12.68
12/27/82,16.29
12/28/82,16.87
12/29/82,16.29
12/30/82,17.01
12/31/82,15.88
1/1/83,18.40
1/2/83,15.00
1/3/83,12.53
1/4/83,12.29
1/5/83,15.64
1/6/83,12.32
1/7/83,12.41
1/8/83,16.15
1/9/83,15.50
1/10/83,12.28
1/11/83,9.10
1/12/83,8.86
1/13/83,10.50
1/14/83,11.27
1/15/83,11.89
1/16/83,12.70
1/17/83,9.78
1/18/83,14.27
1/19/83,12.37
1/20/83,11.60
1/21/83,14.81
1/22/83,12.07
1/23/83,16.90
1/24/83,14.81
1/25/83,9.56
1/26/83,15.74
1/27/83,9.99
1/28/83,12.60
1/29/83,13.80
1/30/83,14.89
1/31/83,14.00
2/1/83,19.08
2/2/83,16.49
2/3/83,13.31
2/4/83,15.42
2/5/83,15.16
2/6/83,16.20
2/7/83,21.72
2/8/83,24.37
2/9/83,15.26
2/10/83,15.90
2/11/83,16.63
2/12/83,12.00
2/13/83,12.80
2/14/83,14.58
2/15/83,15.59
2/16/83,22.27
2/17/83,17.47
2/18/83,13.60
2/19/83,13.73
2/20/83,14.70
2/21/83,15.04
2/22/83,19.14
2/23/83,17.40
2/24/83,14.79
2/25/83,17.43
2/26/83,19.34
2/27/83,20.82
2/28/83,21.05
3/1/83,18.19
3/2/83,20.25
3/3/83,20.50
3/4/83,23.68
3/5/83,21.24
3/6/83,15.32
3/7/83,22.47
3/8/83,21.94
3/9/83,16.20
3/10/83,14.10
3/11/83,15.01
3/12/83,20.30
3/13/83,14.25
3/14/83,14.49
3/15/83,12.71
3/16/83,15.09
3/17/83,14.23
3/18/83,15.20
3/19/83,15.82
3/20/83,15.50
3/21/83,17.43
3/22/83,16.39
3/23/83,13.19
3/24/83,13.01
3/25/83,10.00
3/26/83,12.27
3/27/83,11.70
3/28/83,12.19
3/29/83,11.17
3/30/83,13.13
3/31/83,11.64
4/1/83,10.90
4/2/83,12.80
4/3/83,7.78
4/4/83,12.99
4/5/83,10.96
4/6/83,7.93
4/7/83,6.70
4/8/83,4.94
4/9/83,8.93
4/10/83,16.09
4/11/83,16.41
4/12/83,10.07
4/13/83,10.84
4/14/83,10.71
4/15/83,10.62
4/16/83,6.58
4/17/83,8.62
4/18/83,7.50
4/19/83,8.64
4/20/83,7.83
4/21/83,11.00
4/22/83,13.86
4/23/83,17.98
4/24/83,14.10
4/25/83,10.95
4/26/83,11.66
4/27/83,13.94
4/28/83,8.44
4/29/83,10.10
4/30/83,11.77
5/1/83,12.71
5/2/83,13.97
5/3/83,13.70
5/4/83,14.06
5/5/83,9.39
5/6/83,12.40
5/7/83,11.60
5/8/83,13.83
5/9/83,9.38
5/10/83,14.44
5/11/83,14.08
5/12/83,5.95
5/13/83,10.46
5/14/83,14.50
5/15/83,12.65
5/16/83,5.85
5/17/83,4.38
5/18/83,5.96
5/19/83,8.29
5/20/83,8.41
5/21/83,8.67
5/22/83,5.55
5/23/83,7.54
5/24/83,13.96
5/25/83,13.84
5/26/83,6.50
5/27/83,8.74
5/28/83,11.99
5/29/83,9.98
5/30/83,7.50
5/31/83,9.30
6/1/83,11.46
6/2/83,10.80
6/3/83,5.60
6/4/83,7.88
6/5/83,5.60
6/6/83,8.03
6/7/83,11.29
6/8/83,7.00
6/9/83,9.24
6/10/83,7.20
6/11/83,6.64
6/12/83,6.17
6/13/83,7.20
6/14/83,8.30
6/15/83,7.95
6/16/83,4.59
6/17/83,3.00
6/18/83,1.50
6/19/83,2.50
6/20/83,6.72
6/21/83,12.01
6/22/83,8.15
6/23/83,6.76
6/24/83,8.81
6/25/83,9.68
6/26/83,4.62
6/27/83,3.90
6/28/83,6.99
6/29/83,4.00
6/30/83,4.30
7/1/83,8.50
7/2/83,11.30
7/3/83,8.52
7/4/83,7.20
7/5/83,7.68
7/6/83,8.00
7/7/83,9.53
7/8/83,9.34
7/9/83,8.30
7/10/83,2.65
7/11/83,4.36
7/12/83,4.95
7/13/83,6.10
7/14/83,9.03
7/15/83,6.61
7/16/83,8.58
7/17/83,4.51
7/18/83,4.56
7/19/83,8.29
7/20/83,4.93
7/21/83,1.78
7/22/83,3.84
7/23/83,8.23
7/24/83,0.26
7/25/83,0.38
7/26/83,7.60
7/27/83,12.30
7/28/83,9.67
7/29/83,10.10
7/30/83,9.50
7/31/83,9.39
8/1/83,6.99
8/2/83,6.38
8/3/83,8.23
8/4/83,8.25
8/5/83,5.07
8/6/83,6.68
8/7/83,8.41
8/8/83,9.59
8/9/83,11.27
8/10/83,10.70
8/11/83,10.65
8/12/83,8.61
8/13/83,6.44
8/14/83,8.50
8/15/83,14.20
8/16/83,16.23
8/17/83,7.65
8/18/83,5.30
8/19/83,2.26
8/20/83,5.20
8/21/83,9.30
8/22/83,11.81
8/23/83,11.34
8/24/83,9.00
8/25/83,12.12
8/26/83,6.40
8/27/83,7.58
8/28/83,6.53
8/29/83,7.79
8/30/83,11.98
8/31/83,10.66
9/1/83,10.71
9/2/83,11.11
9/3/83,10.90
9/4/83,5.50
9/5/83,9.74
9/6/83,11.32
9/7/83,11.13
9/8/83,12.27
9/9/83,8.75
9/10/83,8.69
9/11/83,9.16
9/12/83,7.21
9/13/83,5.49
9/14/83,6.50
9/15/83,4.75
9/16/83,5.15
9/17/83,10.23
9/18/83,8.17
9/19/83,11.59
9/20/83,13.26
9/21/83,8.30
9/22/83,9.38
9/23/83,13.61
9/24/83,8.33
9/25/83,6.72
9/26/83,3.50
9/27/83,10.92
9/28/83,16.97
9/29/83,10.00
9/30/83,9.20
10/1/83,8.81
10/2/83,14.90
10/3/83,8.10
10/4/83,9.50
10/5/83,8.70
10/6/83,6.14
10/7/83,7.42
10/8/83,5.51
10/9/83,6.28
10/10/83,7.06
10/11/83,8.98
10/12/83,11.94
10/13/83,12.35
10/14/83,17.62
10/15/83,12.50
10/16/83,12.38
10/17/83,11.35
10/18/83,10.53
10/19/83,11.24
10/20/83,8.90
10/21/83,9.56
10/22/83,6.17
10/23/83,12.40
10/24/83,13.28
10/25/83,14.42
10/26/83,10.92
10/27/83,14.00
10/28/83,12.30
10/29/83,9.00
10/30/83,8.76
10/31/83,9.73
11/1/83,11.90
11/2/83,8.60
11/3/83,13.79
11/4/83,11.00
11/5/83,8.20
11/6/83,8.30
11/7/83,14.17
11/8/83,15.64
11/9/83,11.82
11/10/83,9.08
11/11/83,10.35
11/12/83,10.80
11/13/83,10.80
11/14/83,12.26
11/15/83,13.74
11/16/83,8.07
11/17/83,5.70
11/18/83,10.57
11/19/83,6.94
11/20/83,11.31
11/21/83,10.00
11/22/83,15.96
11/23/83,14.92
11/24/83,13.10
11/25/83,16.24
11/26/83,14.09
11/27/83,13.95
11/28/83,15.80
11/29/83,16.45
11/30/83,19.36
12/1/83,13.79
12/2/83,11.14
12/3/83,13.00
12/4/83,12.01
12/5/83,12.00
12/6/83,15.18
12/7/83,12.25
12/8/83,13.38
12/9/83,14.12
12/10/83,11.54
12/11/83,12.53
12/12/83,14.60
12/13/83,16.24
12/14/83,11.20
12/15/83,12.29
12/16/83,15.00
12/17/83,13.52
12/18/83,13.17
12/19/83,13.30
12/20/83,18.54
12/21/83,18.00
12/22/83,10.43
12/23/83,16.70
12/24/83,14.19
12/25/83,18.53
12/26/83,16.47
12/27/83,13.12
12/28/83,11.44
12/29/83,17.73
12/30/83,20.43
12/31/83,17.43
1/1/84,19.73
1/2/84,17.09
1/3/84,17.36
1/4/84,12.00
1/5/84,10.91
1/6/84,16.30
1/7/84,15.66
1/8/84,13.75
1/9/84,14.71
1/10/84,16.65
1/11/84,12.50
1/12/84,12.44
1/13/84,16.57
1/14/84,17.46
1/15/84,18.00
1/16/84,18.20
1/17/84,11.40
1/18/84,12.36
1/19/84,13.11
1/20/84,14.28
1/21/84,13.10
1/22/84,12.70
1/23/84,10.87
1/24/84,13.77
1/25/84,19.68
1/26/84,14.58
1/27/84,10.69
1/28/84,10.60
1/29/84,15.30
1/30/84,12.00
1/31/84,12.10
2/1/84,13.80
2/2/84,12.00
2/3/84,12.00
2/4/84,16.08
2/5/84,14.56
2/6/84,16.34
2/7/84,18.91
2/8/84,15.90
2/9/84,15.76
2/10/84,16.18
2/11/84,17.25
2/12/84,16.00
2/13/84,14.95
2/14/84,13.80
2/15/84,15.42
2/16/84,16.25
2/17/84,16.39
2/18/84,14.30
2/19/84,16.74
2/20/84,18.56
2/21/84,19.40
2/22/84,14.02
2/23/84,15.82
2/24/84,14.10
2/25/84,12.81
2/26/84,9.97
2/27/84,15.91
2/28/84,11.20
2/29/84,14.15
3/1/84,11.82
3/2/84,9.37
3/3/84,10.01
3/4/84,12.68
3/5/84,15.48
3/6/84,19.50
3/7/84,14.00
3/8/84,12.01
3/9/84,10.73
3/10/84,13.80
3/11/84,11.40
3/12/84,13.98
3/13/84,10.96
3/14/84,10.15
3/15/84,14.20
3/16/84,12.28
3/17/84,14.98
3/18/84,12.34
3/19/84,15.10
3/20/84,15.58
3/21/84,12.10
3/22/84,12.58
3/23/84,17.76
3/24/84,16.15
3/25/84,9.40
3/26/84,11.78
3/27/84,6.43
3/28/84,7.71
3/29/84,14.02
3/30/84,13.72
3/31/84,10.77
4/1/84,9.95
4/2/84,10.96
4/3/84,10.92
4/4/84,7.84
4/5/84,9.06
4/6/84,12.33
4/7/84,12.77
4/8/84,9.49
4/9/84,9.70
4/10/84,10.05
4/11/84,12.58
4/12/84,11.18
4/13/84,10.01
4/14/84,10.80
4/15/84,12.50
4/16/84,9.80
4/17/84,12.43
4/18/84,10.96
4/19/84,14.60
4/20/84,13.94
4/21/84,10.20
4/22/84,12.70
4/23/84,8.45
4/24/84,10.36
4/25/84,10.30
4/26/84,8.70
4/27/84,10.09
4/28/84,11.67
4/29/84,6.50
4/30/84,9.60
5/1/84,13.42
5/2/84,14.70
5/3/84,10.08
5/4/84,5.93
5/5/84,4.07
5/6/84,4.76
5/7/84,6.67
5/8/84,4.69
5/9/84,7.55
5/10/84,8.72
5/11/84,10.39
5/12/84,4.90
5/13/84,5.48
5/14/84,4.72
5/15/84,6.24
5/16/84,5.85
5/17/84,7.42
5/18/84,10.08
5/19/84,8.70
5/20/84,10.16
5/21/84,12.24
5/22/84,9.94
5/23/84,10.50
5/24/84,7.57
5/25/84,8.04
5/26/84,9.80
5/27/84,7.27
5/28/84,8.19
5/29/84,11.51
5/30/84,8.70
5/31/84,8.70
6/1/84,10.50
6/2/84,11.60
6/3/84,12.56
6/4/84,7.20
6/5/84,6.10
6/6/84,11.10
6/7/84,9.70
6/8/84,10.08
6/9/84,5.38
6/10/84,5.00
6/11/84,10.02
6/12/84,3.02
6/13/84,4.30
6/14/84,8.10
6/15/84,11.38
6/16/84,3.91
6/17/84,5.62
6/18/84,9.05
6/19/84,5.16
6/20/84,1.29
6/21/84,8.06
6/22/84,8.24
6/23/84,8.60
6/24/84,10.10
6/25/84,7.45
6/26/84,7.20
6/27/84,7.70
6/28/84,9.22
6/29/84,7.93
6/30/84,11.29
7/1/84,8.12
7/2/84,3.39
7/3/84,1.95
7/4/84,3.90
7/5/84,1.74
7/6/84,2.59
7/7/84,8.08
7/8/84,6.25
7/9/84,9.54
7/10/84,8.75
7/11/84,8.80
7/12/84,6.58
7/13/84,2.52
7/14/84,-1.52
7/15/84,-0.67
7/16/84,7.33
7/17/84,7.22
7/18/84,8.00
7/19/84,3.69
7/20/84,4.76
7/21/84,5.80
7/22/84,8.74
7/23/84,6.48
7/24/84,8.72
7/25/84,5.46
7/26/84,2.66
7/27/84,5.92
7/28/84,9.97
7/29/84,7.00
7/30/84,10.35
7/31/84,10.96
8/1/84,12.27
8/2/84,10.20
8/3/84,10.68
8/4/84,10.42
8/5/84,10.57
8/6/84,10.08
8/7/84,12.33
8/8/84,12.27
8/9/84,10.43
8/10/84,6.18
8/11/84,9.18
8/12/84,8.17
8/13/84,9.43
8/14/84,7.88
8/15/84,6.05
8/16/84,7.25
8/17/84,9.30
8/18/84,8.61
8/19/84,8.28
8/20/84,9.00
8/21/84,8.30
8/22/84,6.80
8/23/84,8.63
8/24/84,5.44
8/25/84,9.72
8/26/84,8.30
8/27/84,6.38
8/28/84,7.90
8/29/84,5.20
8/30/84,8.27
8/31/84,12.02
9/1/84,9.61
9/2/84,9.74
9/3/84,7.65
9/4/84,8.25
9/5/84,3.95
9/6/84,8.43
9/7/84,10.34
9/8/84,9.40
9/9/84,9.10
9/10/84,10.82
9/11/84,4.51
9/12/84,8.50
9/13/84,5.96
9/14/84,6.75
9/15/84,11.06
9/16/84,11.33
9/17/84,9.20
9/18/84,8.52
9/19/84,9.77
9/20/84,9.82
9/21/84,5.29
9/22/84,6.64
9/23/84,9.98
9/24/84,6.33
9/25/84,8.10
9/26/84,10.70
9/27/84,6.30
9/28/84,5.98
9/29/84,4.91
9/30/84,4.20
10/1/84,11.30
10/2/84,16.94
10/3/84,9.10
10/4/84,10.52
10/5/84,7.73
10/6/84,7.70
10/7/84,14.25
10/8/84,14.60
10/9/84,13.15
10/10/84,8.93
10/11/84,13.87
10/12/84,17.20
10/13/84,9.53
10/14/84,7.49
10/15/84,4.45
10/16/84,3.32
10/17/84,8.39
10/18/84,9.75
10/19/84,10.16
10/20/84,10.98
10/21/84,6.67
10/22/84,9.05
10/23/84,19.16
10/24/84,11.30
10/25/84,9.10
10/26/84,10.26
10/27/84,13.50
10/28/84,10.70
10/29/84,11.39
